pass,msqer
217, 0.00252965
218, 0.00253433
219, 0.00253899
220, 0.00254362
221, 0.00254824
222, 0.00255281
223, 0.00255737
224, 0.00256189
225, 0.00256638
226, 0.00257083
227, 0.00257524
228, 0.00257961
229, 0.00258394
230, 0.00258823
231, 0.00259248
232, 0.00259667
233, 0.00260081
234, 0.00260491
235, 0.00260896
236, 0.00261296
237, 0.00261691
238, 0.0026208
239, 0.00262465
240, 0.00262844
241, 0.00263218
242, 0.00263586
243, 0.00263949
244, 0.00264306
245, 0.00264657
246, 0.00265004
247, 0.00265345
248, 0.00265681
249, 0.00266011
250, 0.00266336
251, 0.00266655
252, 0.00266969
253, 0.00267277
254, 0.0026758
255, 0.00267878
256, 0.0026817
257, 0.00268457
258, 0.0026874
259, 0.00269016
260, 0.00269288
261, 0.00269555
262, 0.00269816
263, 0.00270072
264, 0.00270323
265, 0.0027057
266, 0.00270812
267, 0.00271049
268, 0.00271281
269, 0.00271509
270, 0.00271731
271, 0.00271949
272, 0.00272163
273, 0.00272372
274, 0.00272577
275, 0.00272779
276, 0.00272974
277, 0.00273167
278, 0.00273354
279, 0.00273538
280, 0.00273718
281, 0.00273895
282, 0.00274066
283, 0.00274234
284, 0.00274399
285, 0.00274559
286, 0.00274717
287, 0.0027487
288, 0.0027502
289, 0.00275166
290, 0.00275309
291, 0.00275449
292, 0.00275585
293, 0.00275718
294, 0.00275848
295, 0.00275975
296, 0.002761
297, 0.0027622
298, 0.00276338
299, 0.00276452
300, 0.00276564
301, 0.00276674
302, 0.0027678
303, 0.00276884
304, 0.00276985
305, 0.00277084
306, 0.00277179
307, 0.00277272
308, 0.00277363
309, 0.00277452
310, 0.00277538
311, 0.00277622
312, 0.00277704
313, 0.00277784
314, 0.0027786
315, 0.00277936
316, 0.00278009
317, 0.0027808
318, 0.00278149
319, 0.00278216
320, 0.00278281
321, 0.00278344
322, 0.00278406
323, 0.00278465
324, 0.00278523
325, 0.0027858
326, 0.00278634
327, 0.00278686
328, 0.00278737
329, 0.00278787
330, 0.00278835
331, 0.00278881
332, 0.00278926
333, 0.0027897
334, 0.00279011
335, 0.00279053
336, 0.00279092
337, 0.0027913
338, 0.00279167
339, 0.00279202
340, 0.00279236
341, 0.00279269
342, 0.00279301
343, 0.00279332
344, 0.00279361
345, 0.0027939
346, 0.00279417
347, 0.00279443
348, 0.00279468
349, 0.00279492
350, 0.00279515
351, 0.00279538
352, 0.00279559
353, 0.00279579
354, 0.00279599
355, 0.00279617
356, 0.00279635
357, 0.00279652
358, 0.00279667
359, 0.00279683
360, 0.00279697
361, 0.00279711
362, 0.00279723
363, 0.00279736
364, 0.00279748
365, 0.00279758
366, 0.00279768
367, 0.00279778
368, 0.00279786
369, 0.00279794
370, 0.00279802
371, 0.00279808
372, 0.00279815
373, 0.00279821
374, 0.00279825
375, 0.0027983
376, 0.00279834
377, 0.00279838
378, 0.00279841
379, 0.00279844
380, 0.00279846
381, 0.00279847
382, 0.00279848
383, 0.00279849
384, 0.00279849
385, 0.00279849
386, 0.00279848
387, 0.00279847
388, 0.00279846
389, 0.00279844
390, 0.00279842
391, 0.00279839
392, 0.00279836
393, 0.00279833
394, 0.0027983
395, 0.00279827
396, 0.00279822
397, 0.00279818
398, 0.00279813
399, 0.00279808
400, 0.00279802
401, 0.00279797
402, 0.0027979
403, 0.00279784
404, 0.00279778
405, 0.00279771
406, 0.00279764
407, 0.00279757
408, 0.00279749
409, 0.00279741
410, 0.00279733
411, 0.00279725
412, 0.00279717
413, 0.00279708
414, 0.002797
415, 0.00279691
416, 0.00279682
417, 0.00279673
418, 0.00279663
419, 0.00279653
420, 0.00279644
421, 0.00279634
422, 0.00279624
423, 0.00279613
424, 0.00279604
425, 0.00279593
426, 0.00279582
427, 0.00279572
428, 0.00279561
429, 0.00279549
430, 0.00279538
431, 0.00279527
432, 0.00279516
433, 0.00279504
434, 0.00279493
435, 0.00279481
436, 0.00279469
437, 0.00279458
438, 0.00279446
439, 0.00279434
440, 0.00279422
441, 0.00279409
442, 0.00279397
443, 0.00279385
444, 0.00279371
445, 0.00279359
446, 0.00279347
447, 0.00279334
448, 0.00279321
449, 0.00279308
450, 0.00279295
451, 0.00279282
452, 0.00279269
453, 0.00279256
454, 0.00279243
455, 0.0027923
456, 0.00279216
457, 0.00279203
458, 0.0027919
459, 0.00279176
460, 0.00279163
461, 0.00279149
462, 0.00279135
463, 0.00279122
464, 0.00279109
465, 0.00279095
466, 0.00279081
467, 0.00279068
468, 0.00279053
469, 0.00279039
470, 0.00279026
471, 0.00279012
472, 0.00278997
473, 0.00278984
474, 0.0027897
475, 0.00278956
476, 0.00278942
477, 0.00278928
478, 0.00278914
479, 0.002789
480, 0.00278886
481, 0.00278872
482, 0.00278857
483, 0.00278843
484, 0.00278829
485, 0.00278815
486, 0.00278801
487, 0.00278786
488, 0.00278772
489, 0.00278759
490, 0.00278744
491, 0.0027873
492, 0.00278715
493, 0.00278701
494, 0.00278687
495, 0.00278673
496, 0.00278658
497, 0.00278644
498, 0.0027863
499, 0.00278615
500, 0.00278601
501, 0.00278587
502, 0.00278573
503, 0.00278558
504, 0.00278544
505, 0.0027853
506, 0.00278516
507, 0.00278501
508, 0.00278487
509, 0.00278473
510, 0.00278458
511, 0.00278444
512, 0.0027843
513, 0.00278415
514, 0.00278401
515, 0.00278386
516, 0.00278372
517, 0.00278357
518, 0.00278343
519, 0.00278329
520, 0.00278315
521, 0.00278301
522, 0.00278286
523, 0.00278272
524, 0.00278257
525, 0.00278243
526, 0.00278229
527, 0.00278215
528, 0.002782
529, 0.00278185
530, 0.00278171
531, 0.00278156
532, 0.00278142
533, 0.00278127
534, 0.00278113
535, 0.00278099
536, 0.00278085
537, 0.0027807
538, 0.00278056
539, 0.00278041
540, 0.00278027
541, 0.00278013
542, 0.00277999
543, 0.00277984
544, 0.00277969
545, 0.00277955
546, 0.00277941
547, 0.00277926
548, 0.00277912
549, 0.00277897
550, 0.00277883
551, 0.00277869
552, 0.00277855
553, 0.00277841
554, 0.00277826
555, 0.00277812
556, 0.00277798
557, 0.00277783
558, 0.00277768
559, 0.00277754
560, 0.00277739
561, 0.00277725
562, 0.00277711
563, 0.00277697
564, 0.00277682
565, 0.00277667
566, 0.00277653
567, 0.00277639
568, 0.00277625
569, 0.0027761
570, 0.00277596
571, 0.00277581
572, 0.00277567
573, 0.00277553
574, 0.00277539
575, 0.00277524
576, 0.00277509
577, 0.00277495
578, 0.00277481
579, 0.00277466
580, 0.00277452
581, 0.00277437
582, 0.00277422
583, 0.00277408
584, 0.00277393
585, 0.00277379
586, 0.00277364
587, 0.0027735
588, 0.00277335
589, 0.0027732
590, 0.00277306
591, 0.00277291
592, 0.00277276
593, 0.00277261
594, 0.00277246
595, 0.00277231
596, 0.00277217
597, 0.00277202
598, 0.00277188
599, 0.00277173
600, 0.00277158
601, 0.00277144
602, 0.00277129
603, 0.00277114
604, 0.002771
605, 0.00277085
606, 0.00277071
607, 0.00277056
608, 0.00277041
609, 0.00277027
610, 0.00277011
611, 0.00276997
612, 0.00276982
613, 0.00276967
614, 0.00276953
615, 0.00276937
616, 0.00276922
617, 0.00276908
618, 0.00276892
619, 0.00276878
620, 0.00276862
621, 0.00276847
622, 0.00276832
623, 0.00276817
624, 0.00276803
625, 0.00276788
626, 0.00276772
627, 0.00276757
628, 0.00276742
629, 0.00276727
630, 0.00276711
631, 0.00276697
632, 0.00276682
633, 0.00276666
634, 0.00276651
635, 0.00276635
636, 0.0027662
637, 0.00276606
638, 0.0027659
639, 0.00276574
640, 0.00276559
641, 0.00276544
642, 0.00276529
643, 0.00276513
644, 0.00276497
645, 0.00276482
646, 0.00276466
647, 0.00276451
648, 0.00276435
649, 0.0027642
650, 0.00276404
651, 0.00276389
652, 0.00276373
653, 0.00276357
654, 0.00276342
655, 0.00276326
656, 0.0027631
657, 0.00276295
658, 0.00276279
659, 0.00276263
660, 0.00276247
661, 0.00276232
662, 0.00276216
663, 0.002762
664, 0.00276184
665, 0.00276168
666, 0.00276151
667, 0.00276135
668, 0.0027612
669, 0.00276103
670, 0.00276087
671, 0.00276071
672, 0.00276055
673, 0.00276039
674, 0.00276023
675, 0.00276007
676, 0.0027599
677, 0.00275974
678, 0.00275958
679, 0.00275942
680, 0.00275925
681, 0.00275908
682, 0.00275892
683, 0.00275876
684, 0.00275859
685, 0.00275842
686, 0.00275825
687, 0.0027581
688, 0.00275793
689, 0.00275776
690, 0.00275759
691, 0.00275742
692, 0.00275725
693, 0.00275708
694, 0.00275691
695, 0.00275674
696, 0.00275657
697, 0.00275639
698, 0.00275622
699, 0.00275606
700, 0.00275587
701, 0.00275571
702, 0.00275553
703, 0.00275536
704, 0.00275519
705, 0.00275501
706, 0.00275483
707, 0.00275465
708, 0.00275448
709, 0.0027543
710, 0.00275413
711, 0.00275395
712, 0.00275377
713, 0.00275359
714, 0.00275342
715, 0.00275324
716, 0.00275306
717, 0.00275288
718, 0.0027527
719, 0.00275252
720, 0.00275234
721, 0.00275216
722, 0.00275198
723, 0.0027518
724, 0.00275162
725, 0.00275144
726, 0.00275125
727, 0.00275106
728, 0.00275088
729, 0.00275069
730, 0.00275051
731, 0.00275032
732, 0.00275014
733, 0.00274995
734, 0.00274977
735, 0.00274958
736, 0.00274938
737, 0.00274919
738, 0.002749
739, 0.00274881
740, 0.00274862
741, 0.00274843
742, 0.00274824
743, 0.00274805
744, 0.00274786
745, 0.00274767
746, 0.00274747
747, 0.00274728
748, 0.00274708
749, 0.00274688
750, 0.00274669
751, 0.00274649
752, 0.0027463
753, 0.0027461
754, 0.0027459
755, 0.0027457
756, 0.0027455
757, 0.00274531
758, 0.00274511
759, 0.0027449
760, 0.00274471
761, 0.0027445
762, 0.0027443
763, 0.0027441
764, 0.0027439
765, 0.00274369
766, 0.00274349
767, 0.00274328
768, 0.00274308
769, 0.00274287
770, 0.00274266
771, 0.00274246
772, 0.00274225
773, 0.00274204
774, 0.00274184
775, 0.00274162
776, 0.00274141
777, 0.0027412
778, 0.00274099
779, 0.00274078
780, 0.00274057
781, 0.00274035
782, 0.00274014
783, 0.00273992
784, 0.00273971
785, 0.00273949
786, 0.00273927
787, 0.00273906
788, 0.00273884
789, 0.00273862
790, 0.0027384
791, 0.00273818
792, 0.00273797
793, 0.00273774
794, 0.00273752
795, 0.0027373
796, 0.00273707
797, 0.00273685
798, 0.00273662
799, 0.0027364
800, 0.00273618
801, 0.00273594
802, 0.00273571
803, 0.00273549
804, 0.00273526
805, 0.00273503
806, 0.0027348
807, 0.00273456
808, 0.00273433
809, 0.0027341
810, 0.00273387
811, 0.00273363
812, 0.0027334
813, 0.00273317
814, 0.00273293
815, 0.00273269
816, 0.00273246
817, 0.00273222
818, 0.00273198
819, 0.00273174
820, 0.00273151
821, 0.00273127
822, 0.00273102
823, 0.00273078
824, 0.00273054
825, 0.0027303
826, 0.00273005
827, 0.0027298
828, 0.00272956
829, 0.00272931
830, 0.00272906
831, 0.00272882
832, 0.00272857
833, 0.00272832
834, 0.00272807
835, 0.00272782
836, 0.00272757
837, 0.00272731
838, 0.00272706
839, 0.00272681
840, 0.00272655
841, 0.00272629
842, 0.00272604
843, 0.00272578
844, 0.00272553
845, 0.00272526
846, 0.00272501
847, 0.00272474
848, 0.00272449
849, 0.00272422
850, 0.00272396
851, 0.00272369
852, 0.00272344
853, 0.00272317
854, 0.0027229
855, 0.00272263
856, 0.00272236
857, 0.0027221
858, 0.00272184
859, 0.00272157
860, 0.00272129
861, 0.00272102
862, 0.00272075
863, 0.00272048
864, 0.00272021
865, 0.00271994
866, 0.00271966
867, 0.00271938
868, 0.00271911
869, 0.00271883
870, 0.00271856
871, 0.00271828
872, 0.002718
873, 0.00271772
874, 0.00271744
875, 0.00271715
876, 0.00271688
877, 0.00271659
878, 0.00271631
879, 0.00271602
880, 0.00271574
881, 0.00271545
882, 0.00271516
883, 0.00271487
884, 0.00271459
885, 0.0027143
886, 0.00271401
887, 0.00271371
888, 0.00271342
889, 0.00271312
890, 0.00271283
891, 0.00271254
892, 0.00271224
893, 0.00271194
894, 0.00271165
895, 0.00271135
896, 0.00271104
897, 0.00271075
898, 0.00271045
899, 0.00271015
900, 0.00270984
901, 0.00270954
902, 0.00270923
903, 0.00270893
904, 0.00270862
905, 0.00270832
906, 0.00270801
907, 0.0027077
908, 0.00270739
909, 0.00270708
910, 0.00270677
911, 0.00270646
912, 0.00270615
913, 0.00270583
914, 0.00270552
915, 0.0027052
916, 0.00270488
917, 0.00270457
918, 0.00270426
919, 0.00270393
920, 0.00270361
921, 0.0027033
922, 0.00270297
923, 0.00270265
924, 0.00270233
925, 0.00270201
926, 0.00270168
927, 0.00270136
928, 0.00270103
929, 0.00270071
930, 0.00270038
931, 0.00270005
932, 0.00269972
933, 0.00269939
934, 0.00269906
935, 0.00269873
936, 0.0026984
937, 0.00269806
938, 0.00269772
939, 0.00269739
940, 0.00269706
941, 0.00269672
942, 0.00269638
943, 0.00269604
944, 0.0026957
945, 0.00269536
946, 0.00269503
947, 0.00269468
948, 0.00269434
949, 0.002694
950, 0.00269366
951, 0.0026933
952, 0.00269296
953, 0.00269262
954, 0.00269227
955, 0.00269192
956, 0.00269157
957, 0.00269122
958, 0.00269087
959, 0.00269052
960, 0.00269017
961, 0.00268982
962, 0.00268946
963, 0.00268911
964, 0.00268875
965, 0.0026884
966, 0.00268805
967, 0.00268768
968, 0.00268733
969, 0.00268698
970, 0.00268662
971, 0.00268626
972, 0.0026859
973, 0.00268554
974, 0.00268517
975, 0.00268481
976, 0.00268445
977, 0.00268408
978, 0.00268372
979, 0.00268335
980, 0.00268299
981, 0.00268262
982, 0.00268225
983, 0.00268188
984, 0.00268151
985, 0.00268114
986, 0.00268077
987, 0.00268039
988, 0.00268003
989, 0.00267965
990, 0.00267928
991, 0.00267889
992, 0.00267851
993, 0.00267814
994, 0.00267776
995, 0.00267738
996, 0.00267701
997, 0.00267663
998, 0.00267625
999, 0.00267586
1000, 0.00267549
1001, 0.0026751
1002, 0.00267471
1003, 0.00267433
1004, 0.00267395
1005, 0.00267356
1006, 0.00267318
1007, 0.00267278
1008, 0.0026724
1009, 0.00267201
1010, 0.00267163
1011, 0.00267124
1012, 0.00267084
1013, 0.00267045
1014, 0.00267006
1015, 0.00266966
1016, 0.00266927
1017, 0.00266888
1018, 0.00266849
1019, 0.00266809
1020, 0.00266769
1021, 0.0026673
1022, 0.0026669
1023, 0.0026665
1024, 0.0026661
1025, 0.00266571
1026, 0.00266531
1027, 0.00266491
1028, 0.00266451
1029, 0.00266411
1030, 0.00266371
1031, 0.00266331
1032, 0.00266291
1033, 0.0026625
1034, 0.00266209
1035, 0.00266169
1036, 0.00266129
1037, 0.00266088
1038, 0.00266047
1039, 0.00266007
1040, 0.00265966
1041, 0.00265925
1042, 0.00265884
1043, 0.00265844
1044, 0.00265803
1045, 0.00265762
1046, 0.00265721
1047, 0.0026568
1048, 0.00265639
1049, 0.00265598
1050, 0.00265556
1051, 0.00265515
1052, 0.00265473
1053, 0.00265432
1054, 0.00265391
1055, 0.00265349
1056, 0.00265307
1057, 0.00265267
1058, 0.00265225
1059, 0.00265183
1060, 0.00265141
1061, 0.002651
1062, 0.00265058
1063, 0.00265017
1064, 0.00264974
1065, 0.00264932
1066, 0.0026489
1067, 0.00264848
1068, 0.00264806
1069, 0.00264764
1070, 0.00264722
1071, 0.00264679
1072, 0.00264637
1073, 0.00264595
1074, 0.00264552
1075, 0.0026451
1076, 0.00264469
1077, 0.00264426
1078, 0.00264383
1079, 0.0026434
1080, 0.00264298
1081, 0.00264255
1082, 0.00264212
1083, 0.0026417
1084, 0.00264127
1085, 0.00264085
1086, 0.00264042
1087, 0.00263999
1088, 0.00263956
1089, 0.00263913
1090, 0.0026387
1091, 0.00263828
1092, 0.00263784
1093, 0.00263741
1094, 0.00263699
1095, 0.00263655
1096, 0.00263612
1097, 0.00263569
1098, 0.00263526
1099, 0.00263483
1100, 0.0026344
1101, 0.00263396
1102, 0.00263353
1103, 0.0026331
1104, 0.00263267
1105, 0.00263223
1106, 0.0026318
1107, 0.00263136
1108, 0.00263093
1109, 0.0026305
1110, 0.00263006
1111, 0.00262963
1112, 0.00262919
1113, 0.00262876
1114, 0.00262831
1115, 0.00262788
1116, 0.00262745
1117, 0.00262701
1118, 0.00262657
1119, 0.00262614
1120, 0.0026257
1121, 0.00262526
1122, 0.00262482
1123, 0.00262438
1124, 0.00262394
1125, 0.00262351
1126, 0.00262307
1127, 0.00262264
1128, 0.00262219
1129, 0.00262175
1130, 0.00262131
1131, 0.00262087
1132, 0.00262043
1133, 0.00262
1134, 0.00261956
1135, 0.00261911
1136, 0.00261868
1137, 0.00261824
1138, 0.0026178
1139, 0.00261736
1140, 0.00261692
1141, 0.00261647
1142, 0.00261603
1143, 0.00261559
1144, 0.00261515
1145, 0.00261471
1146, 0.00261427
1147, 0.00261383
1148, 0.00261339
1149, 0.00261295
1150, 0.0026125
1151, 0.00261207
1152, 0.00261162
1153, 0.00261118
1154, 0.00261074
1155, 0.0026103
1156, 0.00260986
1157, 0.00260942
1158, 0.00260897
1159, 0.00260853
1160, 0.00260809
1161, 0.00260765
1162, 0.0026072
1163, 0.00260676
1164, 0.00260632
1165, 0.00260587
1166, 0.00260543
1167, 0.00260499
1168, 0.00260454
1169, 0.0026041
1170, 0.00260367
1171, 0.00260322
1172, 0.00260278
1173, 0.00260234
1174, 0.0026019
1175, 0.00260145
1176, 0.00260101
1177, 0.00260056
1178, 0.00260012
1179, 0.00259967
1180, 0.00259923
1181, 0.00259879
1182, 0.00259834
1183, 0.0025979
1184, 0.00259747
1185, 0.00259701
1186, 0.00259658
1187, 0.00259613
1188, 0.00259569
1189, 0.00259525
1190, 0.0025948
1191, 0.00259436
1192, 0.00259392
1193, 0.00259348
1194, 0.00259304
1195, 0.00259259
1196, 0.00259215
1197, 0.00259171
1198, 0.00259127
1199, 0.00259083
1200, 0.00259039
1201, 0.00258994
1202, 0.0025895
1203, 0.00258906
1204, 0.00258863
1205, 0.00258818
1206, 0.00258774
1207, 0.0025873
1208, 0.00258685
1209, 0.00258642
1210, 0.00258598
1211, 0.00258553
1212, 0.00258509
1213, 0.00258465
1214, 0.00258421
1215, 0.00258377
1216, 0.00258333
1217, 0.00258289
1218, 0.00258245
1219, 0.00258202
1220, 0.00258157
1221, 0.00258114
1222, 0.0025807
1223, 0.00258026
1224, 0.00257982
1225, 0.00257938
1226, 0.00257895
1227, 0.00257851
1228, 0.00257807
1229, 0.00257763
1230, 0.00257719
1231, 0.00257674
1232, 0.00257631
1233, 0.00257587
1234, 0.00257543
1235, 0.002575
1236, 0.00257456
1237, 0.00257412
1238, 0.00257369
1239, 0.00257325
1240, 0.00257281
1241, 0.00257237
1242, 0.00257194
1243, 0.0025715
1244, 0.00257107
1245, 0.00257063
1246, 0.00257019
1247, 0.00256975
1248, 0.00256933
1249, 0.00256889
1250, 0.00256846
1251, 0.00256803
1252, 0.00256759
1253, 0.00256715
1254, 0.00256672
1255, 0.0025663
1256, 0.00256586
1257, 0.00256542
1258, 0.00256499
1259, 0.00256456
1260, 0.00256413
1261, 0.00256369
1262, 0.00256326
1263, 0.00256283
1264, 0.00256241
1265, 0.00256197
1266, 0.00256154
1267, 0.00256112
1268, 0.00256068
1269, 0.00256025
1270, 0.00255982
1271, 0.00255939
1272, 0.00255897
1273, 0.00255853
1274, 0.00255811
1275, 0.00255768
1276, 0.00255725
1277, 0.00255683
1278, 0.0025564
1279, 0.00255597
1280, 0.00255554
1281, 0.00255512
1282, 0.00255469
1283, 0.00255427
1284, 0.00255385
1285, 0.00255342
1286, 0.00255299
1287, 0.00255256
1288, 0.00255214
1289, 0.00255172
1290, 0.00255129
1291, 0.00255087
1292, 0.00255045
1293, 0.00255002
1294, 0.0025496
1295, 0.00254917
1296, 0.00254875
1297, 0.00254833
1298, 0.00254791
1299, 0.00254748
1300, 0.00254706
1301, 0.00254665
1302, 0.00254622
1303, 0.00254581
1304, 0.00254539
1305, 0.00254497
1306, 0.00254455
1307, 0.00254414
1308, 0.00254371
1309, 0.00254329
1310, 0.00254288
1311, 0.00254246
1312, 0.00254204
1313, 0.00254163
1314, 0.00254122
1315, 0.00254079
1316, 0.00254038
1317, 0.00253997
1318, 0.00253955
1319, 0.00253913
1320, 0.00253872
1321, 0.00253831
1322, 0.0025379
1323, 0.00253749
1324, 0.00253707
1325, 0.00253666
1326, 0.00253626
1327, 0.00253585
1328, 0.00253543
1329, 0.00253502
1330, 0.00253461
1331, 0.0025342
1332, 0.00253379
1333, 0.00253339
1334, 0.00253298
1335, 0.00253257
1336, 0.00253216
1337, 0.00253175
1338, 0.00253134
1339, 0.00253094
1340, 0.00253053
1341, 0.00253013
1342, 0.00252972
1343, 0.00252932
1344, 0.00252891
1345, 0.00252851
1346, 0.0025281
1347, 0.0025277
1348, 0.0025273
1349, 0.0025269
1350, 0.00252649
1351, 0.0025261
1352, 0.00252569
1353, 0.0025253
1354, 0.00252489
1355, 0.00252449
1356, 0.00252409
1357, 0.00252369
1358, 0.00252329
1359, 0.00252289
1360, 0.0025225
1361, 0.0025221
1362, 0.0025217
1363, 0.00252131
1364, 0.00252092
1365, 0.00252052
1366, 0.00252012
1367, 0.00251973
1368, 0.00251934
1369, 0.00251895
1370, 0.00251855
1371, 0.00251816
1372, 0.00251777
1373, 0.00251739
1374, 0.00251699
1375, 0.0025166
1376, 0.00251621
1377, 0.00251583
1378, 0.00251543
1379, 0.00251505
1380, 0.00251466
1381, 0.00251428
1382, 0.00251389
1383, 0.0025135
1384, 0.00251312
1385, 0.00251273
1386, 0.00251235
1387, 0.00251196
1388, 0.00251158
1389, 0.00251119
1390, 0.00251081
1391, 0.00251043
1392, 0.00251005
1393, 0.00250967
1394, 0.00250929
1395, 0.00250892
1396, 0.00250853
1397, 0.00250815
1398, 0.00250777
1399, 0.0025074
1400, 0.00250703
1401, 0.00250665
1402, 0.00250626
1403, 0.0025059
1404, 0.00250552
1405, 0.00250514
1406, 0.00250477
1407, 0.0025044
1408, 0.00250403
1409, 0.00250365
1410, 0.00250328
1411, 0.00250291
1412, 0.00250254
1413, 0.00250217
1414, 0.00250181
1415, 0.00250144
1416, 0.00250108
1417, 0.00250071
1418, 0.00250034
1419, 0.00249998
1420, 0.00249962
1421, 0.00249925
1422, 0.00249888
1423, 0.00249852
1424, 0.00249815
1425, 0.00249779
1426, 0.00249742
1427, 0.00249707
1428, 0.00249671
1429, 0.00249635
1430, 0.00249599
1431, 0.00249563
1432, 0.00249527
1433, 0.00249492
1434, 0.00249456
1435, 0.00249421
1436, 0.00249386
1437, 0.00249349
1438, 0.00249314
1439, 0.00249279
1440, 0.00249244
1441, 0.00249208
1442, 0.00249172
1443, 0.00249137
1444, 0.00249102
1445, 0.00249067
1446, 0.00249032
1447, 0.00248998
1448, 0.00248963
1449, 0.00248928
1450, 0.00248894
1451, 0.00248859
1452, 0.00248825
1453, 0.0024879
1454, 0.00248756
1455, 0.00248722
1456, 0.00248687
1457, 0.00248653
1458, 0.00248619
1459, 0.00248585
1460, 0.00248551
1461, 0.00248517
1462, 0.00248483
1463, 0.0024845
1464, 0.00248416
1465, 0.00248382
1466, 0.00248349
1467, 0.00248315
1468, 0.00248282
1469, 0.00248248
1470, 0.00248215
1471, 0.00248182
1472, 0.00248148
1473, 0.00248115
1474, 0.00248083
1475, 0.0024805
1476, 0.00248017
1477, 0.00247984
1478, 0.00247952
1479, 0.00247918
1480, 0.00247886
1481, 0.00247855
1482, 0.00247822
1483, 0.00247789
1484, 0.00247757
1485, 0.00247725
1486, 0.00247693
1487, 0.00247661
1488, 0.00247629
1489, 0.00247597
1490, 0.00247565
1491, 0.00247534
1492, 0.00247502
1493, 0.00247471
1494, 0.00247439
1495, 0.00247407
1496, 0.00247376
1497, 0.00247344
1498, 0.00247313
1499, 0.00247282
